town	birth.year	death.yearst	sex	age.at.death
Williamstown	102	185	F	83
Williamstown	1745	1771	F	26
Williamstown	1744	1772	M	28
Williamstown	1776	1781	F	5
Williamstown	1740	1781	F	41
Williamstown	1745	1782	M	37
Williamstown	1768	1783	M	15
Williamstown	1716	1785	F	69
Williamstown	1710	1785	M	75
Williamstown	1710	1786	F	76
Williamstown	1787	1787	F	0
Williamstown	1734	1788	M	54
Williamstown	1726	1789	F	63
Williamstown	1751	1790	F	39
Williamstown	1790	1793	F	3
Williamstown	1765	1793	F	28
Williamstown	1775	1794	M	19
Williamstown	1793	1794	F	1
Williamstown	1715	1796	M	81
Williamstown	1768	1796	M	28
Williamstown	1775	1796	M	21
Williamstown	1796	1796	F	0
Williamstown	1795	1797	M	2
Williamstown	1723	1798	M	75
North Adams	1770	1798	F	28
Williamstown	1796	1798	M	2
Williamstown	1731	1798	F	67
Williamstown	1728	1798	F	70
North Adams	1798	1800	M	2
Williamstown	1784	1800	F	16
Williamstown	1727	1801	M	74
Williamstown	1761	1802	M	41
Williamstown	1799	1802	M	3
Williamstown	1798	1802	F	4
Williamstown	1788	1802	F	14
Williamstown	1752	1802	F	50
Williamstown	1745	1802	F	57
Williamstown	1784	1803	M	19
Williamstown	1744	1803	M	59
Williamstown	1804	1804	M	0
Williamstown	1772	1805	F	33
Williamstown	1746	1806	M	60
Williamstown	1781	1806	F	25
Williamstown	1768	1806	F	38
Williamstown	1756	1806	F	50
Williamstown	1753	1806	F	53
Williamstown	1726	1807	M	81
Williamstown	1746	1807	F	61
Williamstown	1748	1807	M	59
Williamstown	1752	1807	F	55
Williamstown	1791	1807	F	16
Williamstown	1794	1807	M	13
Williamstown	1807	1807	M	0
Williamstown	1807	1807	M	0
Williamstown	1792	1807	M	15
Williamstown	1757	1807	F	50
Williamstown	1749	1807	M	58
Williamstown	1746	1807	F	61
Williamstown	1766	1808	F	42
Williamstown	1750	1808	M	58
Williamstown	1753	1809	F	42
Williamstown	1786	1809	M	23
Williamstown	1807	1809	M	2
Williamstown	1803	1809	M	6
Williamstown	1774	1809	M	35
Williamstown	1759	1809	M	50
Williamstown	1786	1810	M	24
Williamstown	1810	1810	M	0
Williamstown	1788	1810	M	22
Williamstown	1785	1810	M	25
Williamstown	1782	1810	F	28
Williamstown	1729	1810	M	81
Williamstown	1778	1811	M	33
Williamstown	1800	1811	M	11
Williamstown	1801	1811	M	10
Williamstown	1785	1811	F	26
Williamstown	1770	1813	F	43
Williamstown	1746	1813	F	67
Williamstown	1734	1813	M	79
Williamstown	1749	1814	M	65
Williamstown	1788	1814	F	26
Williamstown	1740	1814	F	74
Williamstown	1733	1814	F	81
Williamstown	1729	1814	M	85
North Adams	1790	1815	F	25
Williamstown	1798	1815	F	17
Williamstown	1814	1815	F	1
Williamstown	1815	1815	M	0
North Adams	1805	1815		10
Williamstown	1765	1815	M	50
Williamstown	1815	1816	M	1
Williamstown	1810	1816	M	6
Williamstown	1793	1816	F	23
Williamstown	1752	1816	M	64
Williamstown	1781	1817	M	36
Williamstown	1800	1817	M	17
Williamstown	1784	1817	F	33
North Adams	1770	1817	F	47
Williamstown	1744	1817	M	73
Williamstown	1794	1818	M	24
Williamstown	1789	1818	F	29
Williamstown	1759	1818	F	59
Williamstown	1755	1818	M	63
Williamstown	1728	1818	M	90
Williamstown	1819	1819	F	0
Williamstown	1817	1819	F	2
Williamstown	1806	1819	F	13
Williamstown	1739	1819	M	80
Williamstown	1759	1820	F	61
Williamstown	1818	1820	F	2
Williamstown	1754	1821	F	67
Williamstown	1758	1821	M	63
Williamstown	1779	1821	F	42
North Adams	1791	1821	F	30
Williamstown	1796	1821	M	25
Williamstown	1797	1821	M	24
Williamstown	1762	1821	F	59
North Adams	1753	1822	M	69
Williamstown	1803	1822	F	19
North Adams	1822	1822	M	0
Williamstown	1801	1822	F	21
Williamstown	1800	1822	F	22
Williamstown	1742	1822	F	80
Williamstown	1772	1823	F	51
Williamstown	1778	1823	M	45
Williamstown	1804	1823	F	19
Williamstown	1803	1823	F	20
Williamstown	1787	1823	F	36
Williamstown	1781	1823	F	42
Williamstown	1815	1824	F	9
Williamstown	1787	1824	F	37
Williamstown	1823	1825	F	2
Williamstown	1821	1825	M	4
Williamstown	1819	1825	F	6
Williamstown	1807	1825	M	18
Williamstown	1749	1825	F	76
Williamstown	1761	1826	F	65
Williamstown	1797	1826	M	29
North Adams	1785	1827	M	42
Williamstown	1807	1827	F	20
Williamstown	1805	1828	F	23
Williamstown	1762	1828	M	66
Williamstown	1744	1828	F	84
Williamstown	1826	1829	F	3
Williamstown	1766	1829	M	63
Williamstown	1738	1829	M	91
Williamstown	1736	1829	M	93
Williamstown	1799	1830	M	31
Williamstown	1818	1830	M	12
Williamstown	1799	1830	M	31
Williamstown	1776	1830	M	54
Williamstown	1768	1830	M	62
Williamstown	1822	1831	F	9
North Adams	1830	1831	M	1
Williamstown	1830	1831	F	1
Williamstown	1808	1831	F	23
Williamstown	1805	1831	F	26
Williamstown	1817	1832	M	15
North Adams	1781	1833	M	52
North Adams	1791	1833	F	42
Williamstown	1812	1833	F	21
Williamstown	1821	1833	M	12
North Adams	1832	1833	F	1
North Adams	1764	1834	M	70
Williamstown	1787	1834	M	47
Williamstown	1771	1834	M	63
Williamstown	1804	1835	M	31
North Adams	1782	1836	F	54
North Adams	1804	1836	F	32
North Adams	1808	1836	F	28
North Adams	1810	1836	M	26
North Adams	1816	1836	F	20
North Adams	1817	1836	F	19
North Adams	1833	1836	M	3
Williamstown	1830	1836	M	6
Williamstown	1814	1836	F	22
Williamstown	1752	1836	F	84
North Adams	1811	1837	F	26
Williamstown	1832	1837	F	5
Williamstown	1806	1837	M	31
Williamstown	1761	1837	F	76
Williamstown	1770	1838	M	68
North Adams	1796	1838	M	42
North Adams	1836	1838	M	2
Williamstown	1803	1839	M	36
North Adams	1806	1839	F	33
North Adams	1811	1839	F	28
North Adams	1839	1839	M	0
North Adams	1774	1841	F	67
Williamstown	1787	1841	M	54
North Adams	1795	1841	M	46
North Adams	1839	1841	M	2
Williamstown	1821	1841	M	20
Williamstown	1791	1841	M	50
Williamstown	1770	1841	F	71
Williamstown	1751	1841	F	90
North Adams	1766	1842	F	76
North Adams	1783	1842	M	59
North Adams	1821	1842	F	21
Williamstown	1842	1842	F	0
Williamstown	1842	1842	M	0
Williamstown	1816	1842	F	26
Williamstown	1769	1842	M	73
Williamstown	1763	1844	F	81
Williamstown	1803	1844	F	41
North Adams	1816	1844	F	28
North Adams	1844	1844	M	0
Williamstown	1803	1845	F	42
Williamstown	1824	1845	M	21
North Adams	1784	1846	M	62
North Adams	1813	1846	F	33
North Adams	1825	1846	F	21
North Adams	1825	1846	F	21
North Adams	1846	1846	M	0
North Adams	1791	1847	F	56
North Adams	1827	1847	F	20
North Adams	1847	1847	M	0
Williamstown	1762	1847	F	85
North Adams	1772	1848	M	76
North Adams	1793	1848	F	55
North Adams	1831	1848	F	17
North Adams	1842	1848	M	6
North Adams	1812	1849	M	37
North Adams	1819	1849	F	30
North Adams	1827	1849	M	22
North Adams	1831	1849	M	18
North Adams	1763	1850	F	87
North Adams	1776	1850	F	74
North Adams	1786	1850	F	64
North Adams	1814	1850	M	36
North Adams	1819	1850	F	31
North Adams	1825	1850	M	25
North Adams	1832	1850	M	18
Williamstown	1793	1850	M	57
Williamstown	1770	1850	M	80
North Adams	1828	1851	M	23
North Adams	1830	1851	M	21
North Adams	1839	1851	M	12
North Adams	1849	1851	F	2
Williamstown	1847	1851	F	4
North Adams	1773	1852	F	79
North Adams	1809	1852	F	43
Williamstown	1764	1852	M	88
North Adams	1770	1853	F	83
Williamstown	1801	1853	F	52
North Adams	1811	1853	M	42
North Adams	1819	1853	F	34
North Adams	1833	1853	F	20
North Adams	1803	1854	M	51
North Adams	1808	1854	F	46
North Adams	1810	1854	F	44
North Adams	1810	1854	M	44
North Adams	1824	1854	F	30
North Adams	1853	1854	M	1
Williamstown	1847	1854	F	7
Williamstown	1782	1854	F	72
Williamstown	1799	1855	M	56
North Adams	1814	1855	F	41
North Adams	1824	1855	F	31
North Adams	1824	1855	M	31
North Adams	1854	1855	F	1
Williamstown	1818	1855	F	37
Williamstown	1829	1856	M	27
North Adams	1854	1856	F	2
Williamstown	1786	1857	F	71
North Adams	1793	1857	M	64
North Adams	1801	1857	M	56
North Adams	1827	1857	F	30
North Adams	1832	1857	F	25
North Adams	1841	1857	F	16
Williamstown	1770	1857	F	87
Williamstown	1768	1857	M	89
North Adams	1771	1858	M	87
North Adams	1796	1858	M	62
North Adams	1802	1858	M	56
North Adams	1826	1858	M	32
Williamstown	1850	1858	F	8
North Adams	1852	1858	F	6
Williamstown	1808	1858	M	50
North Adams	1778	1859	F	81
North Adams	1826	1859	F	33
North Adams	1856	1859	M	3
North Adams	1859	1859	M	0
Williamstown	1776	1859	F	83
North Adams	1781	1860	M	79
North Adams	1787	1860	M	73
North Adams	1797	1860	M	63
North Adams	1826	1860	M	34
North Adams	1833	1860	F	27
North Adams	1836	1860	M	24
North Adams	1840	1860	M	20
North Adams	1847	1860	M	13
North Adams	1858	1860	F	2
North Adams	1860	1860	M	0
Williamstown	1807	1860	F	53
Williamstown	1784	1860	M	76
North Adams	1786	1861	F	75
North Adams	1790	1861	F	71
Williamstown	1800	1861	F	61
North Adams	1805	1861	M	56
North Adams	1807	1861	F	54
North Adams	1834	1861	F	27
North Adams	1834	1861	F	27
North Adams	1841	1861	M	20
North Adams	1845	1861	F	16
North Adams	1855	1861	M	6
North Adams	1861	1861	M	0
North Adams	1794	1862	M	68
North Adams	1795	1862	M	67
Williamstown	1807	1862	M	55
North Adams	1810	1862	F	52
North Adams	1815	1862	F	47
North Adams	1816	1862	F	46
North Adams	1824	1862	M	38
North Adams	1847	1862	F	15
North Adams	1856	1862	M	6
North Adams	1862	1862	F	0
Williamstown	1784	1862	F	78
North Adams	1788	1863	F	75
North Adams	1805	1863	M	58
North Adams	1830	1863	F	33
North Adams	1836	1863	M	27
North Adams	1841	1863	M	22
North Adams	1845	1863	M	18
North Adams	1845	1863	M	18
North Adams	1861	1863	M	2
Williamstown	1789	1864	M	75
North Adams	1793	1864	F	71
Williamstown	1812	1864	F	52
North Adams	1825	1864	M	39
North Adams	1826	1864	M	38
North Adams	1837	1864	M	27
North Adams	1843	1864	M	21
North Adams	1846	1864	F	18
North Adams	1851	1864	F	13
North Adams	1861	1864	F	3
North Adams	1861	1864	M	3
Williamstown	1862	1864	F	2
Williamstown	1859	1864	M	5
North Adams	1807	1865	M	58
North Adams	1827	1865	M	38
North Adams	1832	1865	F	33
North Adams	1844	1865	F	21
North Adams	1849	1865	M	16
North Adams	1860	1865	F	5
North Adams	1860	1865	M	5
North Adams	1864	1865	M	1
North Adams	1827	1866	F	39
Williamstown	1828	1866	F	38
Williamstown	1784	1867	M	83
North Adams	1809	1867	F	58
North Adams	1817	1867	F	50
North Adams	1827	1867	M	40
North Adams	1865	1867	F	2
North Adams	1810	1867	F	57
North Adams	1780	1868	M	88
North Adams	1810	1868	M	58
North Adams	1811	1868	M	57
North Adams	1815	1868	M	53
Williamstown	1832	1868	F	36
Williamstown	1840	1868	M	28
North Adams	1867	1868	M	1
North Adams	1800	1869	F	69
North Adams	1813	1869	M	56
North Adams	1817	1869	F	52
North Adams	1830	1869	F	39
North Adams	1835	1869	M	34
North Adams	1841	1869	F	28
North Adams	1868	1869	F	1
Williamstown	1782	1870	F	88
North Adams	1784	1870	F	86
North Adams	1792	1870	M	78
North Adams	1793	1870	M	77
Williamstown	1800	1870	F	70
North Adams	1805	1870	M	65
Williamstown	1805	1870	F	65
North Adams	1807	1870	M	63
North Adams	1810	1870	M	60
North Adams	1815	1870	M	55
North Adams	1821	1870	F	49
North Adams	1841	1870	M	29
Williamstown	1794	1870	M	76
North Adams	1796	1871	M	75
Williamstown	1814	1871	F	57
North Adams	1814	1871	F	57
North Adams	1846	1871	F	25
North Adams	1871	1871	M	0
Williamstown	1792	1871	F	79
North Adams	1798	1872	F	74
North Adams	1798	1872	M	74
North Adams	1808	1872	M	64
North Adams	1810	1872	M	62
North Adams	1856	1872		16
North Adams	1871	1872	F	1
North Adams	1872	1872	F	0
North Adams	1791	1873	M	82
North Adams	1819	1873	M	54
North Adams	1831	1873	F	42
North Adams	1839	1873	M	34
North Adams	1853	1873	M	20
North Adams	1792	1874	F	82
North Adams	1802	1874	F	72
North Adams	1826	1874	M	48
North Adams	1786	1875	F	89
North Adams	1793	1875	M	82
North Adams	1804	1875	M	71
North Adams	1809	1875	M	66
North Adams	1823	1875	M	52
Williamstown	1849	1875	M	26
North Adams	1854	1875	F	21
North Adams	1867	1875	M	8
North Adams	1871	1875	M	4
North Adams	1872	1875	M	3
Williamstown	1796	1875	F	79
North Adams	1796	1876	M	80
North Adams	1809	1876	M	67
North Adams	1824	1876	M	52
North Adams	1847	1876	M	29
North Adams	1854	1876	M	22
North Adams	1863	1876	F	13
North Adams	1868	1876	F	8
North Adams	1870	1876	M	6
North Adams	1871	1876	M	5
North Adams	1876	1876	F	0
Williamstown	1799	1877	M	78
North Adams	1810	1877	F	67
North Adams	1819	1877	F	58
Williamstown	1841	1877	M	36
North Adams	1842	1877		35
North Adams	1856	1877	F	21
North Adams	1860	1877	F	17
Williamstown	1863	1877	F	14
North Adams	1871	1877	M	6
North Adams	1872	1877	M	5
North Adams	1874	1877	M	3
North Adams	1875	1877	M	2
North Adams	1877	1877	F	0
North Adams	1877	1877	M	0
Williamstown	1856	1877	M	21
Williamstown	1828	1877	M	49
Williamstown	1805	1878	F	73
Williamstown	1806	1878	M	72
North Adams	1808	1878	M	70
North Adams	1813	1878	F	65
North Adams	1826	1878	M	52
North Adams	1826	1878	F	52
North Adams	1869	1878	F	9
North Adams	1878	1878	M	0
Williamstown	1804	1879	F	75
North Adams	1807	1879	F	72
North Adams	1810	1879	M	69
North Adams	1810	1879	M	69
Williamstown	1817	1879	F	62
North Adams	1844	1879	F	35
North Adams	1850	1879	F	29
North Adams	1854	1879	F	25
North Adams	1865	1879	M	14
North Adams	1867	1879	F	12
North Adams	1877	1879	M	2
North Adams	1811	1880	M	69
North Adams	1818	1880	M	62
Williamstown	1826	1880	M	54
Williamstown	1858	1880	F	22
North Adams	1861	1880	M	19
North Adams	1796	1881	F	85
North Adams	1815	1881	F	66
North Adams	1823	1881	M	58
North Adams	1832	1881	M	49
North Adams	1841	1881	M	40
North Adams	1854	1881	M	27
North Adams	1861	1881	F	20
North Adams	1880	1881	M	1
North Adams	1880	1881	F	1
Williamstown	1817	1881	F	64
North Adams	1802	1882	F	80
North Adams	1808	1882	F	74
North Adams	1819	1882	M	63
Williamstown	1820	1882	M	62
North Adams	1822	1882	F	60
North Adams	1823	1882	F	59
North Adams	1834	1882	F	48
North Adams	1838	1882	M	44
North Adams	1845	1882	F	37
Williamstown	1882	1882		0
North Adams	1846	1882		36
North Adams	1793	1883	F	90
North Adams	1799	1883	F	84
North Adams	1807	1883	F	76
North Adams	1812	1883	M	71
North Adams	1818	1883	M	65
North Adams	1837	1883	M	46
North Adams	1864	1883	M	19
Williamstown	1799	1883	F	84
North Adams	1795	1884	M	89
North Adams	1810	1884	M	74
Williamstown	1811	1884	F	73
North Adams	1812	1884	F	72
North Adams	1820	1884	M	64
North Adams	1830	1884	F	54
North Adams	1848	1884	M	36
North Adams	1852	1884	M	32
Williamstown	1866	1884	M	18
North Adams	1882	1884	M	2
North Adams	1883	1884	M	1
North Adams	1797	1885	M	88
North Adams	1804	1885	F	81
North Adams	1807	1885	F	78
North Adams	1807	1885	M	78
North Adams	1815	1885	F	70
North Adams	1817	1885	F	68
North Adams	1819	1885	F	66
North Adams	1820	1885	M	65
North Adams	1826	1885	M	59
Williamstown	1837	1885	M	48
North Adams	1845	1885	M	40
North Adams	1850	1885	M	35
North Adams	1856	1885	F	29
North Adams	1859	1885	M	26
North Adams	1863	1885	M	22
North Adams	1881	1885	F	4
Williamstown	1858	1885	M	27
North Adams	1786	1886	M	100
Williamstown	1806	1886	M	80
North Adams	1816	1886	M	70
North Adams	1818	1886	F	68
North Adams	1829	1886	F	57
North Adams	1830	1886	F	56
North Adams	1832	1886	F	54
North Adams	1840	1886	M	46
North Adams	1872	1886	M	14
Williamstown	1805	1887	M	82
North Adams	1807	1887	M	80
North Adams	1812	1887	M	75
North Adams	1812	1887	F	75
North Adams	1813	1887	F	74
North Adams	1818	1887	M	69
North Adams	1819	1887	F	68
North Adams	1820	1887	M	67
North Adams	1821	1887	M	66
North Adams	1833	1887	M	54
North Adams	1834	1887	M	53
North Adams	1862	1887	M	25
North Adams	1865	1887	M	22
Williamstown	1803	1888	F	85
North Adams	1813	1888	F	75
Williamstown	1815	1888		73
North Adams	1818	1888	M	70
North Adams	1827	1888	F	61
North Adams	1839	1888	M	49
Williamstown	1844	1888	F	44
Williamstown	1852	1888	F	36
North Adams	1861	1888	M	27
North Adams	1864	1888	F	24
Williamstown	1878	1888	F	10
North Adams	1810	1889	M	79
North Adams	1821	1889	F	68
North Adams	1822	1889	F	67
North Adams	1828	1889	M	61
North Adams	1829	1889	F	60
North Adams	1837	1889	M	52
Williamstown	1860	1889	M	29
North Adams	1878	1889	F	11
North Adams	1887	1889	F	2
North Adams	1888	1889	M	1
Williamstown	1889	1889	F	0
North Adams	1805	1890	M	85
North Adams	1806	1890	F	84
North Adams	1811	1890	F	79
North Adams	1817	1890	M	73
North Adams	1818	1890	F	72
North Adams	1828	1890	M	62
North Adams	1831	1890	F	59
North Adams	1833	1890	M	57
North Adams	1889	1890	F	1
North Adams	1811	1891	F	80
Williamstown	1812	1891	M	79
North Adams	1821	1891	F	70
North Adams	1827	1891	M	64
North Adams	1831	1891	F	60
North Adams	1835	1891	M	56
North Adams	1838	1891	M	53
North Adams	1839	1891	F	52
North Adams	1847	1891	M	44
North Adams	1866	1891	F	25
North Adams	1867	1891	F	24
Williamstown	1868	1891	F	23
Williamstown	1869	1891	M	22
North Adams	1880	1891	M	11
North Adams	1885	1891	M	6
Williamstown	1814	1892	M	78
North Adams	1814	1892	M	78
North Adams	1822	1892	F	70
North Adams	1823	1892	M	69
North Adams	1825	1892	F	67
North Adams	1828	1892	F	64
North Adams	1844	1892	M	48
North Adams	1849	1892	F	43
North Adams	1851	1892	F	41
North Adams	1862	1892	M	30
North Adams	1865	1892	F	27
Williamstown	1868	1892	M	24
Williamstown	1871	1892	F	21
North Adams	1890	1892	M	2
Williamstown	1810	1892	M	82
Williamstown	1803	1893	F	90
North Adams	1809	1893	F	84
Williamstown	1811	1893	F	82
North Adams	1817	1893	F	76
North Adams	1817	1893	F	76
North Adams	1822	1893	F	71
North Adams	1823	1893	M	70
North Adams	1823	1893	F	70
Williamstown	1829	1893	F	64
Williamstown	1832	1893	M	61
North Adams	1856	1893	F	37
North Adams	1868	1893	M	25
North Adams	1890	1893	M	3
Williamstown	1852	1893	M	41
Williamstown	1828	1893	F	65
North Adams	1813	1894	M	81
North Adams	1818	1894	F	76
North Adams	1830	1894	M	64
North Adams	1835	1894	M	59
North Adams	1839	1894	F	55
Williamstown	1845	1894	M	49
North Adams	1850	1894	F	44
North Adams	1873	1894	F	21
North Adams	1873	1894	F	21
North Adams	1800	1895	F	95
North Adams	1818	1895	F	77
Williamstown	1821	1895	F	74
North Adams	1826	1895	M	69
Williamstown	1833	1895	F	62
North Adams	1855	1895	F	40
North Adams	1855	1895	M	40
North Adams	1857	1895	M	38
North Adams	1866	1895	M	29
North Adams	1880	1895	F	15
Williamstown	1894	1895	F	1
Williamstown	1894	1895	F	1
North Adams	1804	1896	F	92
North Adams	1812	1896	F	84
North Adams	1820	1896	F	76
North Adams	1829	1896	M	67
North Adams	1839	1896	F	57
Williamstown	1851	1896	M	45
Williamstown	1867	1896	M	29
Williamstown	1893	1896	M	3
North Adams	1806	1897	M	91
